date,close_raw,total_mv,total_shares,pe_ttm,pe_static
2025-06-03,16.19,72887150182.95,4501985805,-8.24070561,-10.35511613
2025-06-04,16.31,73427388479.55,4501985805,-8.30178558,-10.43186807
2025-06-05,16.23,73067229615.15,4501985805,-8.2610656,-10.38070011
2025-06-06,16.09,72436951602.45,4501985805,-8.18980564,-10.29115617
2025-06-09,16.27,73247309047.35,4501985805,-8.28142559,-10.40628409
2025-06-10,15.96,71851693447.8,4501985805,-8.12363567,-10.20800824
2025-06-11,16.14,72662050892.7,4501985805,-8.21525563,-10.32313615
2025-06-12,16.0,72031772880.0,4501985805,-8.14399566,-10.23359222
2025-06-13,15.93,71716633873.65,4501985805,-8.10836568,-10.18882025
2025-06-16,15.66,70501097706.3,4501985805,-7.97093576,-10.01612838
2025-06-17,15.59,70185958699.95,4501985805,-7.93530577,-9.97135642
2025-06-18,15.39,69285561538.95,4501985805,-7.83350583,-9.84343652
2025-06-19,14.98,67439747358.9,4501985805,-7.62481594,-9.58120071
2025-06-20,15.23,68565243810.15,4501985805,-7.75206587,-9.74110059
2025-06-23,15.06,67799906223.3,4501985805,-7.66553592,-9.63236868
2025-06-24,15.48,69690740261.4,4501985805,-7.8793158,-9.90100047
2025-06-25,15.67,70546117564.35,4501985805,-7.97602575,-10.02252438
2025-06-26,15.67,70546117564.35,4501985805,-7.97602575,-10.02252438
2025-06-27,15.65,70456077848.25,4501985805,-7.96584576,-10.00973239
2025-06-30,16.75,75408267041.0,4501986092,-8.525746,-10.71329254
2025-07-01,16.18,72842134968.56,4501986092,-8.23561614,-10.34872079
2025-07-02,17.8,80135352437.6,4501986092,-9.06019575,-11.38487207
2025-07-03,18.32,82476385205.44,4501986092,-9.32487563,-11.71746384
2025-07-04,18.36,82656464649.12,4501986092,-9.34523562,-11.74304782
2025-07-07,18.2,81936146874.4,4501986092,-9.26379566,-11.64071189
2025-07-08,20.02,90129761561.84,4501986092,-10.19017522,-12.80478308
2025-07-09,20.27,91255258084.84,4501986092,-10.31742516,-12.96468297
2025-07-10,20.81,93686330574.52,4501986092,-10.59228504,-13.31006673
2025-07-11,20.39,91795496415.88,4501986092,-10.37850514,-13.04143491
2025-07-14,20.63,92875973077.96,4501986092,-10.50066508,-13.19493881
2025-07-15,20.16,90760039614.72,4501986092,-10.26143519,-12.89432702
2025-07-16,20.63,92875973077.96,4501986092,-10.50066508,-13.19493881
2025-07-17,20.79,93596290852.68,4501986092,-10.58210504,-13.29727474
2025-07-18,20.36,91660436833.12,4501986092,-10.36323514,-13.02224693
2025-07-21,20.53,92425774468.76,4501986092,-10.4497651,-13.13097885
2025-07-22,21.67,97558038613.64,4501986092,-11.03002483,-13.86012234
2025-07-23,21.18,95352065428.56,4501986092,-10.78061495,-13.54671856
